ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category
61225,1,3) $200 - $350,201.15,0,1,Urban,1,Web,No E-Mail,5
61226,2,2) $100 - $200,172.68,1,0,Surburban,0,Phone,Mens E-Mail,2
61227,1,5) $500 - $750,640.07,0,1,Urban,1,Web,Womens E-Mail,1
61228,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6
61229,5,2) $100 - $200,174.78,1,0,Urban,0,Web,No E-Mail,6
61230,2,2) $100 - $200,184.19,1,0,Rural,0,Web,Womens E-Mail,4
61231,1,4) $350 - $500,453.12,0,1,Urban,1,Phone,Womens E-Mail,1
61232,7,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6
61233,9,2) $100 - $200,172.78,0,1,Surburban,1,Phone,Womens E-Mail,1
61234,2,3) $200 - $350,276.16,1,1,Surburban,0,Multichannel,Mens E-Mail,5
61235,6,"6) $750 - $1,000",966.68,1,0,Surburban,1,Multichannel,Womens E-Mail,4
61236,2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
61237,2,"7) $1,000 +",1040.5,0,1,Surburban,1,Web,Womens E-Mail,1
61238,10,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6
61239,10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1
61240,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
61241,1,3) $200 - $350,207.09,0,1,Rural,0,Web,Womens E-Mail,1
61242,10,1) $0 - $100,74.1,0,1,Urban,1,Phone,Womens E-Mail,1
61243,7,3) $200 - $350,287.67,1,0,Urban,1,Web,Womens E-Mail,4
61244,9,4) $350 - $500,455.97,1,1,Surburban,0,Web,Womens E-Mail,5
61245,3,5) $500 - $750,681.01,1,0,Urban,1,Web,No E-Mail,6
61246,7,"6) $750 - $1,000",832.37,0,1,Rural,1,Web,Womens E-Mail,1
61247,4,3) $200 - $350,277.46,1,0,Rural,1,Phone,No E-Mail,6
61248,1,3) $200 - $350,324.77,1,0,Surburban,0,Multichannel,Mens E-Mail,2
61249,7,2) $100 - $200,120.07,0,1,Rural,1,Web,Womens E-Mail,1
61250,1,3) $200 - $350,337.73,0,1,Surburban,0,Phone,Mens E-Mail,3
61251,6,1) $0 - $100,88.39,1,0,Surburban,0,Web,No E-Mail,6
61252,4,3) $200 - $350,274.72,1,1,Urban,1,Phone,No E-Mail,11
61253,1,4) $350 - $500,499.59,1,0,Surburban,0,Phone,No E-Mail,6
61254,10,2) $100 - $200,170.21,0,1,Urban,1,Web,No E-Mail,5
61255,2,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3
61256,2,2) $100 - $200,138.16,1,0,Surburban,0,Web,Womens E-Mail,4
61257,6,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1
61258,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,6
61259,1,3) $200 - $350,205.09,1,0,Urban,0,Phone,Mens E-Mail,2
61260,3,1) $0 - $100,84.35,0,1,Surburban,0,Web,No E-Mail,5
61261,5,5) $500 - $750,589.55,0,1,Urban,1,Web,Mens E-Mail,3
61262,5,3) $200 - $350,202.56,1,0,Urban,1,Multichannel,Womens E-Mail,4
61263,3,2) $100 - $200,101.73,1,0,Surburban,1,Phone,Mens E-Mail,2
61264,2,4) $350 - $500,373.83,1,0,Urban,0,Phone,No E-Mail,6
61265,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1
61266,3,2) $100 - $200,176.21,0,1,Surburban,1,Web,Womens E-Mail,1
61267,10,1) $0 - $100,89.64,1,0,Urban,0,Web,Womens E-Mail,4
61268,9,3) $200 - $350,209.69,1,0,Urban,0,Phone,Mens E-Mail,2
61269,12,5) $500 - $750,694.31,0,1,Urban,1,Phone,Womens E-Mail,1
61270,3,1) $0 - $100,33.32,1,0,Surburban,0,Web,No E-Mail,6
61271,1,3) $200 - $350,297.5,1,0,Surburban,0,Web,No E-Mail,6
61272,8,4) $350 - $500,374.79,0,1,Surburban,1,Multichannel,No E-Mail,5
61273,11,1) $0 - $100,31.0,1,0,Rural,0,Phone,No E-Mail,6
61274,3,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
61275,2,2) $100 - $200,170.36,0,1,Rural,0,Phone,Mens E-Mail,3
61276,12,2) $100 - $200,179.82,1,0,Surburban,0,Phone,Mens E-Mail,2
61277,9,2) $100 - $200,162.11,1,0,Surburban,1,Web,Mens E-Mail,2
61278,2,2) $100 - $200,136.32,0,1,Urban,0,Web,Mens E-Mail,3
61279,6,2) $100 - $200,131.83,0,1,Urban,1,Web,Mens E-Mail,3
61280,11,3) $200 - $350,221.44,0,1,Surburban,0,Web,Womens E-Mail,1
61281,6,2) $100 - $200,117.99,1,0,Surburban,1,Web,Mens E-Mail,2
61282,2,2) $100 - $200,189.42,0,1,Surburban,0,Web,No E-Mail,5
61283,3,4) $350 - $500,489.48,1,0,Urban,1,Multichannel,Mens E-Mail,2
61284,8,1) $0 - $100,29.99,0,1,Rural,0,Web,Womens E-Mail,1
61285,2,1) $0 - $100,53.2,1,0,Urban,1,Phone,No E-Mail,6
61286,4,4) $350 - $500,375.67,1,0,Surburban,0,Web,No E-Mail,6
61287,9,"6) $750 - $1,000",763.84,1,0,Surburban,1,Multichannel,Mens E-Mail,2
61288,11,3) $200 - $350,236.78,1,1,Urban,0,Web,No E-Mail,11
61289,10,2) $100 - $200,145.23,1,0,Urban,0,Web,Womens E-Mail,4
61290,3,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,5
61291,7,2) $100 - $200,156.68,0,1,Urban,1,Web,Womens E-Mail,1
61292,2,4) $350 - $500,443.19,0,1,Surburban,0,Phone,Womens E-Mail,1
61293,3,1) $0 - $100,59.48,0,1,Urban,0,Phone,Womens E-Mail,1
61294,12,3) $200 - $350,274.78,0,1,Urban,1,Phone,No E-Mail,5
61295,8,5) $500 - $750,590.3,0,1,Urban,1,Web,Womens E-Mail,1
61296,1,"6) $750 - $1,000",848.13,0,1,Urban,1,Multichannel,No E-Mail,5
61297,1,4) $350 - $500,429.95,1,1,Surburban,0,Phone,No E-Mail,11
61298,11,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,5
61299,2,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,1
61300,1,1) $0 - $100,38.98,0,1,Urban,0,Web,Womens E-Mail,1
61301,5,2) $100 - $200,186.11,1,0,Rural,0,Web,Mens E-Mail,2
61302,11,2) $100 - $200,131.66,0,1,Surburban,0,Web,Womens E-Mail,1
61303,7,2) $100 - $200,178.45,0,1,Surburban,0,Phone,Mens E-Mail,3
61304,4,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3
61305,10,3) $200 - $350,273.8,1,0,Surburban,0,Web,Womens E-Mail,4
61306,2,1) $0 - $100,93.79,1,0,Urban,0,Phone,Mens E-Mail,2
61307,1,5) $500 - $750,740.41,0,1,Surburban,1,Web,Mens E-Mail,3
61308,7,5) $500 - $750,660.87,1,0,Surburban,1,Multichannel,Womens E-Mail,4
61309,10,2) $100 - $200,114.82,0,1,Surburban,0,Web,Mens E-Mail,3
61310,12,1) $0 - $100,86.8,0,1,Urban,0,Web,No E-Mail,5
61311,9,4) $350 - $500,468.67,1,0,Urban,1,Multichannel,No E-Mail,6
61312,6,2) $100 - $200,101.76,1,0,Surburban,0,Phone,Mens E-Mail,2
61313,1,4) $350 - $500,401.2,1,0,Surburban,0,Multichannel,Womens E-Mail,4
61314,3,5) $500 - $750,533.35,0,1,Urban,1,Multichannel,Womens E-Mail,1
61315,1,3) $200 - $350,238.77,0,1,Surburban,1,Web,No E-Mail,5
61316,2,2) $100 - $200,182.47,1,0,Rural,0,Web,Mens E-Mail,2
61317,1,3) $200 - $350,343.11,0,1,Surburban,0,Web,Mens E-Mail,3
61318,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,4
61319,10,1) $0 - $100,68.43,0,1,Surburban,1,Phone,Womens E-Mail,1
61320,11,1) $0 - $100,45.82,1,0,Urban,1,Phone,No E-Mail,6
61321,9,1) $0 - $100,84.56,1,0,Surburban,0,Phone,No E-Mail,6
61322,3,3) $200 - $350,226.2,1,0,Surburban,0,Web,Mens E-Mail,2
61323,2,1) $0 - $100,93.13,1,0,Urban,0,Phone,Mens E-Mail,2
61324,6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
61325,3,3) $200 - $350,210.58,1,0,Surburban,1,Phone,Womens E-Mail,4
61326,4,1) $0 - $100,45.01,0,1,Surburban,1,Web,Womens E-Mail,1
61327,1,1) $0 - $100,43.43,0,1,Surburban,1,Phone,Womens E-Mail,1
61328,7,1) $0 - $100,51.28,0,1,Surburban,0,Phone,Womens E-Mail,1
61329,6,4) $350 - $500,481.36,1,1,Urban,0,Web,Womens E-Mail,5
61330,3,"6) $750 - $1,000",783.4,1,0,Rural,1,Multichannel,Womens E-Mail,4
61331,10,2) $100 - $200,195.8,1,0,Urban,1,Web,No E-Mail,6
61332,1,1) $0 - $100,69.92,1,0,Urban,0,Phone,Mens E-Mail,2
61333,5,3) $200 - $350,289.7,1,0,Urban,0,Web,Mens E-Mail,2
61334,3,5) $500 - $750,543.89,0,1,Surburban,1,Multichannel,Womens E-Mail,1
61335,4,5) $500 - $750,602.96,1,0,Surburban,1,Phone,Womens E-Mail,4
61336,11,2) $100 - $200,162.13,1,0,Surburban,0,Phone,Mens E-Mail,2
61337,10,2) $100 - $200,121.36,1,0,Surburban,1,Phone,No E-Mail,6
61338,4,3) $200 - $350,216.66,1,0,Surburban,1,Phone,Womens E-Mail,4
61339,1,3) $200 - $350,308.08,0,1,Surburban,0,Phone,No E-Mail,5
61340,7,2) $100 - $200,179.33,1,0,Urban,0,Web,Womens E-Mail,4
61341,1,"7) $1,000 +",1184.14,1,0,Urban,1,Multichannel,Mens E-Mail,2
61342,10,3) $200 - $350,325.29,1,1,Urban,0,Phone,Mens E-Mail,5
61343,5,1) $0 - $100,34.35,0,1,Surburban,0,Web,Womens E-Mail,1
61344,7,3) $200 - $350,203.48,1,0,Rural,0,Web,No E-Mail,6
61345,10,2) $100 - $200,193.71,0,1,Rural,0,Web,Mens E-Mail,3
61346,3,2) $100 - $200,165.47,1,0,Surburban,0,Phone,Mens E-Mail,2
61347,2,2) $100 - $200,124.86,0,1,Urban,0,Phone,Womens E-Mail,1
61348,1,4) $350 - $500,403.77,1,0,Urban,1,Phone,Womens E-Mail,4
61349,3,2) $100 - $200,112.11,1,0,Surburban,0,Web,Mens E-Mail,2
61350,8,1) $0 - $100,33.12,0,1,Rural,1,Web,Mens E-Mail,3
61351,3,3) $200 - $350,333.58,1,1,Urban,0,Multichannel,Mens E-Mail,5
61352,1,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5
61353,10,2) $100 - $200,141.17,1,0,Surburban,0,Web,No E-Mail,6
61354,4,3) $200 - $350,213.35,0,1,Urban,0,Phone,Womens E-Mail,1
61355,5,1) $0 - $100,54.85,1,0,Urban,1,Web,No E-Mail,6
61356,11,3) $200 - $350,276.75,0,1,Urban,0,Web,Mens E-Mail,3
61357,10,1) $0 - $100,46.1,1,0,Rural,1,Web,Womens E-Mail,4
61358,3,2) $100 - $200,174.55,0,1,Surburban,0,Web,No E-Mail,5
61359,3,1) $0 - $100,31.74,1,0,Surburban,1,Web,Womens E-Mail,4
61360,12,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2
61361,10,1) $0 - $100,36.64,0,1,Surburban,1,Web,Mens E-Mail,3
61362,9,4) $350 - $500,388.31,1,1,Surburban,1,Web,Womens E-Mail,5
61363,4,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2
61364,6,1) $0 - $100,63.16,1,0,Surburban,0,Web,Womens E-Mail,4
61365,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
61366,2,"6) $750 - $1,000",889.6,1,1,Surburban,1,Web,Mens E-Mail,5
61367,6,1) $0 - $100,63.7,1,0,Urban,0,Phone,No E-Mail,6
61368,7,3) $200 - $350,211.28,1,0,Urban,0,Multichannel,Mens E-Mail,2
61369,12,2) $100 - $200,158.87,1,0,Surburban,0,Phone,Womens E-Mail,4
61370,10,"6) $750 - $1,000",966.25,1,0,Rural,1,Multichannel,No E-Mail,6
61371,6,3) $200 - $350,259.62,0,1,Rural,0,Phone,Mens E-Mail,3
61372,5,2) $100 - $200,180.41,1,0,Urban,0,Phone,No E-Mail,6
61373,7,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,2
61374,1,1) $0 - $100,52.24,1,0,Surburban,1,Phone,Womens E-Mail,4
61375,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3
61376,1,2) $100 - $200,180.64,1,0,Surburban,0,Phone,Womens E-Mail,4
61377,6,2) $100 - $200,125.02,0,1,Urban,1,Phone,Womens E-Mail,1
61378,4,3) $200 - $350,282.48,0,1,Surburban,1,Phone,No E-Mail,5
61379,3,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5
61380,1,5) $500 - $750,653.21,1,1,Surburban,1,Multichannel,Mens E-Mail,5
61381,2,2) $100 - $200,116.07,0,1,Urban,0,Web,No E-Mail,5
61382,8,1) $0 - $100,32.27,1,0,Surburban,1,Web,Womens E-Mail,4
61383,6,1) $0 - $100,57.56,1,0,Surburban,1,Phone,Mens E-Mail,2
61384,5,3) $200 - $350,217.79,1,0,Urban,1,Web,No E-Mail,6
61385,9,4) $350 - $500,366.87,1,0,Rural,0,Web,Mens E-Mail,2
61386,7,2) $100 - $200,155.12,1,0,Rural,0,Phone,Mens E-Mail,2
61387,2,2) $100 - $200,144.63,1,0,Urban,0,Web,No E-Mail,6
61388,6,3) $200 - $350,310.18,1,1,Rural,1,Multichannel,No E-Mail,11
61389,9,3) $200 - $350,233.92,1,1,Urban,1,Web,Womens E-Mail,5
61390,1,5) $500 - $750,562.79,0,1,Surburban,1,Multichannel,Womens E-Mail,1
61391,6,3) $200 - $350,267.1,0,1,Urban,1,Phone,No E-Mail,5
61392,8,4) $350 - $500,367.31,0,1,Surburban,1,Web,Mens E-Mail,3
61393,7,2) $100 - $200,135.31,0,1,Surburban,1,Web,Womens E-Mail,1
61394,7,2) $100 - $200,157.83,1,0,Rural,0,Phone,No E-Mail,6
61395,5,1) $0 - $100,36.65,1,0,Surburban,0,Phone,No E-Mail,6
61396,4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,4
61397,11,1) $0 - $100,99.91,1,0,Surburban,1,Phone,No E-Mail,6
61398,2,1) $0 - $100,85.18,1,0,Surburban,1,Web,No E-Mail,6
61399,6,3) $200 - $350,318.38,1,0,Surburban,0,Multichannel,Mens E-Mail,2
61400,4,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5
61401,9,4) $350 - $500,360.02,1,0,Surburban,0,Phone,Womens E-Mail,4
61402,2,2) $100 - $200,108.22,0,1,Surburban,1,Phone,Mens E-Mail,3
61403,10,1) $0 - $100,29.99,0,1,Rural,1,Web,Womens E-Mail,1
61404,2,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6
61405,1,3) $200 - $350,340.87,0,1,Surburban,0,Multichannel,No E-Mail,5
61406,7,2) $100 - $200,110.4,0,1,Surburban,0,Phone,Mens E-Mail,3
61407,5,2) $100 - $200,158.29,1,0,Surburban,1,Phone,No E-Mail,6
61408,10,1) $0 - $100,41.83,1,0,Surburban,1,Phone,No E-Mail,6
61409,9,1) $0 - $100,71.91,1,0,Surburban,1,Phone,Mens E-Mail,2
61410,6,5) $500 - $750,733.83,0,1,Surburban,1,Phone,No E-Mail,5
61411,4,3) $200 - $350,249.38,1,0,Urban,1,Phone,Mens E-Mail,2
61412,1,4) $350 - $500,424.84,0,1,Urban,0,Multichannel,No E-Mail,5
61413,10,2) $100 - $200,128.63,1,0,Surburban,0,Phone,Mens E-Mail,2
61414,11,1) $0 - $100,49.51,0,1,Surburban,0,Phone,Mens E-Mail,3
61415,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5
61416,3,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,2
61417,5,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,3
61418,2,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1
61419,9,1) $0 - $100,52.97,0,1,Surburban,1,Phone,Womens E-Mail,1
61420,2,4) $350 - $500,469.49,0,1,Urban,1,Multichannel,Womens E-Mail,1
61421,2,"6) $750 - $1,000",894.88,0,1,Surburban,1,Web,No E-Mail,5
61422,2,2) $100 - $200,113.95,0,1,Surburban,0,Phone,Mens E-Mail,3
61423,12,1) $0 - $100,91.57,0,1,Surburban,1,Phone,Mens E-Mail,3
61424,5,4) $350 - $500,425.29,1,1,Urban,0,Web,Mens E-Mail,5
61425,10,3) $200 - $350,268.75,0,1,Rural,0,Multichannel,Mens E-Mail,3
61426,3,4) $350 - $500,409.19,1,0,Surburban,1,Multichannel,Womens E-Mail,4
61427,3,2) $100 - $200,180.8,1,0,Surburban,0,Web,Mens E-Mail,2
61428,9,1) $0 - $100,95.82,1,0,Surburban,0,Phone,No E-Mail,6
61429,11,1) $0 - $100,33.61,1,0,Rural,1,Phone,Womens E-Mail,4
61430,7,1) $0 - $100,67.72,0,1,Surburban,1,Phone,Mens E-Mail,3
61431,6,2) $100 - $200,189.92,0,1,Urban,1,Phone,Womens E-Mail,1
61432,6,1) $0 - $100,95.04,1,0,Urban,0,Web,Mens E-Mail,2
61433,5,1) $0 - $100,39.79,1,0,Urban,1,Phone,Mens E-Mail,2
61434,3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4
61435,1,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6
61436,4,2) $100 - $200,123.06,0,1,Urban,1,Web,Mens E-Mail,3
61437,6,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,5
61438,7,3) $200 - $350,329.65,0,1,Surburban,0,Phone,No E-Mail,5
61439,2,1) $0 - $100,41.08,1,0,Urban,0,Web,Mens E-Mail,2
61440,3,2) $100 - $200,128.52,0,1,Surburban,1,Web,Womens E-Mail,1
61441,9,1) $0 - $100,68.27,0,1,Surburban,0,Web,No E-Mail,5
61442,10,2) $100 - $200,145.66,1,0,Urban,1,Web,No E-Mail,6
61443,9,1) $0 - $100,62.51,1,0,Rural,1,Web,Mens E-Mail,2
61444,1,1) $0 - $100,99.87,0,1,Surburban,0,Phone,Womens E-Mail,1
61445,9,2) $100 - $200,134.1,0,1,Urban,0,Web,Womens E-Mail,1
61446,8,4) $350 - $500,451.64,1,0,Urban,0,Web,Mens E-Mail,2
61447,10,2) $100 - $200,140.63,1,0,Rural,1,Web,No E-Mail,6
61448,9,1) $0 - $100,35.26,1,0,Rural,0,Phone,No E-Mail,6
61449,12,1) $0 - $100,61.64,1,0,Urban,1,Phone,Mens E-Mail,2
61450,7,1) $0 - $100,45.48,0,1,Urban,0,Phone,No E-Mail,5
61451,10,2) $100 - $200,173.23,0,1,Surburban,0,Web,Mens E-Mail,3
61452,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1
61453,12,1) $0 - $100,51.48,0,1,Urban,0,Phone,No E-Mail,5
61454,6,"6) $750 - $1,000",892.3,1,0,Rural,1,Multichannel,Mens E-Mail,2
61455,1,4) $350 - $500,399.6,1,0,Surburban,0,Web,Mens E-Mail,2
61456,4,2) $100 - $200,179.61,0,1,Urban,1,Web,No E-Mail,5
61457,9,1) $0 - $100,33.03,0,1,Urban,0,Web,Womens E-Mail,1
61458,3,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2
61459,1,"7) $1,000 +",1073.24,1,0,Rural,1,Multichannel,Mens E-Mail,2
61460,10,2) $100 - $200,156.12,1,0,Rural,1,Web,No E-Mail,6
61461,8,2) $100 - $200,115.36,0,1,Urban,0,Phone,Mens E-Mail,3
61462,10,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,4
61463,6,1) $0 - $100,32.18,1,0,Urban,1,Phone,Womens E-Mail,4
61464,6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,2
61465,12,2) $100 - $200,176.59,1,0,Surburban,1,Phone,Womens E-Mail,4
61466,4,2) $100 - $200,111.03,1,0,Urban,0,Phone,No E-Mail,6
61467,4,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,5
61468,1,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,6
61469,8,1) $0 - $100,78.15,0,1,Surburban,0,Web,Womens E-Mail,1
61470,3,2) $100 - $200,141.45,1,0,Urban,0,Web,No E-Mail,6
61471,1,3) $200 - $350,248.07,0,1,Urban,1,Phone,Mens E-Mail,3
61472,9,1) $0 - $100,37.86,0,1,Rural,1,Web,Mens E-Mail,3
61473,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,5
61474,10,1) $0 - $100,34.43,1,0,Urban,1,Web,Mens E-Mail,2
61475,6,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,6
61476,9,2) $100 - $200,110.1,0,1,Surburban,1,Web,No E-Mail,5
61477,8,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,4
61478,2,2) $100 - $200,181.41,0,1,Urban,1,Phone,Mens E-Mail,3
61479,1,2) $100 - $200,106.09,1,0,Surburban,1,Phone,Womens E-Mail,4
61480,3,2) $100 - $200,178.68,1,0,Surburban,0,Phone,Womens E-Mail,4
61481,1,3) $200 - $350,300.75,1,1,Urban,0,Phone,Womens E-Mail,5
61482,4,2) $100 - $200,191.8,0,1,Urban,0,Phone,Mens E-Mail,3
61483,9,3) $200 - $350,326.22,1,0,Urban,0,Web,No E-Mail,6
61484,1,5) $500 - $750,665.11,0,1,Surburban,1,Web,No E-Mail,5
61485,1,3) $200 - $350,225.28,1,0,Surburban,1,Phone,Womens E-Mail,4
61486,9,1) $0 - $100,90.94,0,1,Surburban,1,Web,Mens E-Mail,3
61487,1,5) $500 - $750,627.41,1,1,Surburban,1,Multichannel,No E-Mail,11
61488,6,2) $100 - $200,118.55,0,1,Rural,1,Web,Mens E-Mail,3
61489,7,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,5
61490,1,3) $200 - $350,252.04,1,0,Surburban,1,Phone,No E-Mail,6
61491,1,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6
61492,6,3) $200 - $350,264.26,1,0,Urban,1,Web,Womens E-Mail,4
61493,10,1) $0 - $100,65.29,1,0,Rural,0,Web,No E-Mail,6
61494,11,5) $500 - $750,643.71,1,1,Urban,1,Web,Womens E-Mail,5
61495,6,3) $200 - $350,238.87,1,1,Urban,1,Multichannel,Womens E-Mail,5
61496,6,1) $0 - $100,73.33,0,1,Surburban,1,Web,Womens E-Mail,1
61497,5,"6) $750 - $1,000",800.14,1,0,Surburban,1,Web,Mens E-Mail,2
61498,2,5) $500 - $750,644.47,1,0,Urban,1,Multichannel,No E-Mail,6
61499,4,4) $350 - $500,429.35,1,0,Surburban,0,Phone,No E-Mail,6
61500,2,4) $350 - $500,377.49,1,0,Urban,0,Phone,Womens E-Mail,4
61501,1,3) $200 - $350,262.71,0,1,Surburban,0,Multichannel,Womens E-Mail,1
61502,2,"6) $750 - $1,000",751.63,1,1,Rural,1,Web,No E-Mail,11
61503,10,2) $100 - $200,107.18,1,0,Surburban,1,Web,No E-Mail,6
61504,1,2) $100 - $200,172.98,1,0,Surburban,0,Web,Mens E-Mail,2
61505,7,1) $0 - $100,99.64,1,0,Surburban,0,Phone,No E-Mail,6
61506,10,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,5
61507,2,3) $200 - $350,231.9,1,0,Urban,0,Web,Mens E-Mail,2
61508,10,2) $100 - $200,115.88,1,0,Rural,1,Web,Mens E-Mail,2
61509,11,3) $200 - $350,306.31,1,0,Urban,1,Web,No E-Mail,6
61510,3,3) $200 - $350,241.83,1,0,Surburban,1,Multichannel,Womens E-Mail,4
61511,2,5) $500 - $750,554.49,1,1,Urban,1,Multichannel,No E-Mail,11
61512,9,1) $0 - $100,52.27,1,0,Surburban,1,Web,Mens E-Mail,2
61513,7,1) $0 - $100,83.63,0,1,Urban,0,Phone,Womens E-Mail,1
61514,2,1) $0 - $100,38.49,0,1,Surburban,1,Phone,No E-Mail,5
61515,7,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1
61516,10,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6
61517,1,3) $200 - $350,240.12,1,0,Urban,0,Phone,Womens E-Mail,4
61518,3,3) $200 - $350,310.71,1,0,Surburban,0,Web,Womens E-Mail,4
61519,7,2) $100 - $200,187.81,1,0,Surburban,0,Phone,No E-Mail,6
61520,6,3) $200 - $350,247.15,1,0,Urban,1,Phone,Mens E-Mail,2
61521,1,2) $100 - $200,151.56,0,1,Surburban,0,Web,Womens E-Mail,1
61522,11,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1
61523,10,1) $0 - $100,47.17,0,1,Urban,0,Web,Womens E-Mail,1
61524,3,2) $100 - $200,133.83,0,1,Urban,0,Web,No E-Mail,5
61525,6,4) $350 - $500,377.39,0,1,Urban,0,Web,No E-Mail,5
61526,11,2) $100 - $200,114.69,1,0,Surburban,1,Web,No E-Mail,6
61527,3,2) $100 - $200,144.3,0,1,Urban,1,Phone,Mens E-Mail,3
61528,11,2) $100 - $200,156.61,0,1,Rural,1,Phone,No E-Mail,5
61529,4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,5
61530,3,3) $200 - $350,234.52,1,0,Surburban,0,Web,Mens E-Mail,2
61531,10,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,2
61532,3,3) $200 - $350,334.0,1,1,Surburban,0,Web,No E-Mail,11
61533,4,1) $0 - $100,96.91,1,0,Surburban,1,Web,No E-Mail,6
61534,12,1) $0 - $100,71.8,0,1,Urban,0,Phone,Mens E-Mail,3
61535,6,1) $0 - $100,31.52,1,0,Urban,0,Web,Mens E-Mail,2
61536,1,3) $200 - $350,283.59,0,1,Urban,0,Web,Womens E-Mail,1
61537,2,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3
61538,7,2) $100 - $200,107.78,1,0,Surburban,1,Web,No E-Mail,6
61539,5,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2
61540,9,"7) $1,000 +",1507.75,0,1,Surburban,1,Multichannel,Mens E-Mail,3
61541,6,3) $200 - $350,287.97,1,0,Surburban,0,Web,No E-Mail,6
61542,3,3) $200 - $350,282.04,0,1,Rural,1,Multichannel,Womens E-Mail,1
61543,7,5) $500 - $750,610.29,1,1,Urban,1,Web,No E-Mail,11
61544,2,2) $100 - $200,141.3,0,1,Urban,1,Phone,Womens E-Mail,1
61545,9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,5
61546,6,1) $0 - $100,64.03,1,0,Surburban,1,Phone,No E-Mail,6
61547,1,"7) $1,000 +",2859.63,1,1,Urban,1,Web,Mens E-Mail,5
61548,10,3) $200 - $350,266.97,0,1,Surburban,0,Web,No E-Mail,5
61549,8,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,6
61550,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4
61551,10,1) $0 - $100,83.72,1,0,Surburban,0,Phone,Womens E-Mail,4
