ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
61180,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6,0,0.0019
61181,5,1) $0 - $100,78,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0542
61182,2,1) $0 - $100,51.48,1,0,Urban,0,Phone,No E-Mail,6,0,0.0098
61183,9,2) $100 - $200,182.07,1,0,Urban,1,Phone,No E-Mail,6,0,0.0005
61184,10,1) $0 - $100,90.89,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0005
61185,6,"6) $750 - $1,000",760.17,0,1,Surburban,1,Multichannel,No E-Mail,5,1,0.9656
61186,2,3) $200 - $350,286.31,0,1,Surburban,0,Web,No E-Mail,5,0,0.2553
61187,3,3) $200 - $350,219.08,1,0,Urban,0,Web,No E-Mail,6,0,0.0312
61188,2,1) $0 - $100,41.44,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.2565
61189,7,1) $0 - $100,91.83,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0557
61190,9,1) $0 - $100,86.45,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0341
61191,3,2) $100 - $200,142.6,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0209
61192,1,1) $0 - $100,79.15,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0436
61193,11,1) $0 - $100,44.12,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.0025
61194,6,2) $100 - $200,194.21,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0069
61195,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.455
61196,1,2) $100 - $200,129.41,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.1876
61197,1,4) $350 - $500,462.27,1,1,Rural,0,Multichannel,Mens E-Mail,5,1,0.9638
61198,4,3) $200 - $350,289.12,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0224
61199,6,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,6,0,0.0028
61200,3,"7) $1,000 +",1196.78,1,0,Surburban,1,Phone,No E-Mail,6,1,0.9993
61201,10,2) $100 - $200,192.8,0,1,Rural,0,Phone,No E-Mail,5,0,0.02
61202,3,1) $0 - $100,62.07,0,1,Urban,1,Phone,No E-Mail,5,0,0.0479
61203,5,1) $0 - $100,84.94,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0949
61204,10,1) $0 - $100,30.84,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0049
61205,5,1) $0 - $100,49.62,0,1,Urban,0,Phone,No E-Mail,5,0,0.0244
61206,3,1) $0 - $100,74.75,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0057
61207,8,2) $100 - $200,179.46,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0006
61208,5,"6) $750 - $1,000",811.23,1,0,Urban,1,Web,Womens E-Mail,4,1,0.8873
61209,12,1) $0 - $100,47.76,0,1,Surburban,0,Web,No E-Mail,5,0,0.006
61210,8,5) $500 - $750,514.07,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0114
61211,10,3) $200 - $350,249.63,1,0,Rural,0,Phone,No E-Mail,6,0,0.0054
61212,9,5) $500 - $750,672.27,1,0,Urban,1,Phone,No E-Mail,6,0,0.0035
61213,8,5) $500 - $750,581.3,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.0362
61214,9,1) $0 - $100,51.54,1,0,Surburban,1,Web,No E-Mail,6,0,0.0009
61215,1,2) $100 - $200,163.59,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.2608
61216,10,3) $200 - $350,208.25,0,1,Urban,1,Multichannel,Womens E-Mail,1,0,0.0928
61217,9,2) $100 - $200,154.54,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0181
61218,9,1) $0 - $100,84.27,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0032
61219,4,5) $500 - $750,514.93,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0455
61220,9,1) $0 - $100,60.65,0,1,Surburban,0,Web,No E-Mail,5,0,0.0118
61221,3,2) $100 - $200,102.92,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0207
61222,5,1) $0 - $100,56.67,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.1394
61223,5,3) $200 - $350,257.6,0,1,Surburban,0,Multichannel,No E-Mail,5,0,0.1426
61224,1,3) $200 - $350,224.15,1,0,Surburban,0,Multichannel,No E-Mail,6,0,0.0714
61225,1,3) $200 - $350,201.15,0,1,Urban,1,Web,No E-Mail,5,0,0.2002
61226,2,2) $100 - $200,172.68,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.255
61227,1,5) $500 - $750,640.07,0,1,Urban,1,Web,Womens E-Mail,1,1,0.7037
61228,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.0002
61229,5,2) $100 - $200,174.78,1,0,Urban,0,Web,No E-Mail,6,0,0.0045
61230,2,2) $100 - $200,184.19,1,0,Rural,0,Web,Womens E-Mail,4,0,0.1503
61231,1,4) $350 - $500,453.12,0,1,Urban,1,Phone,Womens E-Mail,1,1,0.6689
61232,7,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.0019
61233,9,2) $100 - $200,172.78,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.016
61234,2,3) $200 - $350,276.16,1,1,Surburban,0,Multichannel,Mens E-Mail,5,1,0.6782
61235,6,"6) $750 - $1,000",966.68,1,0,Surburban,1,Multichannel,Womens E-Mail,4,1,0.954
61236,2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.1859
61237,2,"7) $1,000 +",1040.5,0,1,Surburban,1,Web,Womens E-Mail,1,1,1
61238,10,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.0009
61239,10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0159
61240,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.2122
61241,1,3) $200 - $350,207.09,0,1,Rural,0,Web,Womens E-Mail,1,1,0.7949
61242,10,1) $0 - $100,74.1,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0158
61243,7,3) $200 - $350,287.67,1,0,Urban,1,Web,Womens E-Mail,4,0,0.017
61244,9,4) $350 - $500,455.97,1,1,Surburban,0,Web,Womens E-Mail,5,0,0.1945
61245,3,5) $500 - $750,681.01,1,0,Urban,1,Web,No E-Mail,6,0,0.0583
61246,7,"6) $750 - $1,000",832.37,0,1,Rural,1,Web,Womens E-Mail,1,1,0.9919
61247,4,3) $200 - $350,277.46,1,0,Rural,1,Phone,No E-Mail,6,0,0.0169
61248,1,3) $200 - $350,324.77,1,0,Surburban,0,Multichannel,Mens E-Mail,2,1,0.7426
61249,7,2) $100 - $200,120.07,0,1,Rural,1,Web,Womens E-Mail,1,0,0.1405
61250,1,3) $200 - $350,337.73,0,1,Surburban,0,Phone,Mens E-Mail,3,1,0.5603
61251,6,1) $0 - $100,88.39,1,0,Surburban,0,Web,No E-Mail,6,0,0.0046
61252,4,3) $200 - $350,274.72,1,1,Urban,1,Phone,No E-Mail,11,1,0.6319
61253,1,4) $350 - $500,499.59,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0982
61254,10,2) $100 - $200,170.21,0,1,Urban,1,Web,No E-Mail,5,0,0.0073
61255,2,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.3142
61256,2,2) $100 - $200,138.16,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0568
61257,6,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0528
61258,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,6,0,0.0013
61259,1,3) $200 - $350,205.09,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.4814
61260,3,1) $0 - $100,84.35,0,1,Surburban,0,Web,No E-Mail,5,0,0.1126
61261,5,5) $500 - $750,589.55,0,1,Urban,1,Web,Mens E-Mail,3,0,0.4214
61262,5,3) $200 - $350,202.56,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.043
61263,3,2) $100 - $200,101.73,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.1615
61264,2,4) $350 - $500,373.83,1,0,Urban,0,Phone,No E-Mail,6,0,0.0717
61265,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.3728
61266,3,2) $100 - $200,176.21,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.2195
61267,10,1) $0 - $100,89.64,1,0,Urban,0,Web,Womens E-Mail,4,0,0.005
61268,9,3) $200 - $350,209.69,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0606
61269,12,5) $500 - $750,694.31,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0537
61270,3,1) $0 - $100,33.32,1,0,Surburban,0,Web,No E-Mail,6,0,0.0141
61271,1,3) $200 - $350,297.5,1,0,Surburban,0,Web,No E-Mail,6,0,0.0445
61272,8,4) $350 - $500,374.79,0,1,Surburban,1,Multichannel,No E-Mail,5,0,0.1069
61273,11,1) $0 - $100,31,1,0,Rural,0,Phone,No E-Mail,6,0,0.001
61274,3,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.1671
61275,2,2) $100 - $200,170.36,0,1,Rural,0,Phone,Mens E-Mail,3,1,0.549
61276,12,2) $100 - $200,179.82,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0141
61277,9,2) $100 - $200,162.11,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0291
61278,2,2) $100 - $200,136.32,0,1,Urban,0,Web,Mens E-Mail,3,0,0.4013
61279,6,2) $100 - $200,131.83,0,1,Urban,1,Web,Mens E-Mail,3,0,0.1096
61280,11,3) $200 - $350,221.44,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0374
61281,6,2) $100 - $200,117.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0915
61282,2,2) $100 - $200,189.42,0,1,Surburban,0,Web,No E-Mail,5,0,0.1247
61283,3,4) $350 - $500,489.48,1,0,Urban,1,Multichannel,Mens E-Mail,2,1,0.8343
61284,8,1) $0 - $100,29.99,0,1,Rural,0,Web,Womens E-Mail,1,0,0.1187
61285,2,1) $0 - $100,53.2,1,0,Urban,1,Phone,No E-Mail,6,0,0.0064
61286,4,4) $350 - $500,375.67,1,0,Surburban,0,Web,No E-Mail,6,0,0.0468
61287,9,"6) $750 - $1,000",763.84,1,0,Surburban,1,Multichannel,Mens E-Mail,2,1,0.9704
61288,11,3) $200 - $350,236.78,1,1,Urban,0,Web,No E-Mail,11,0,0.2702
61289,10,2) $100 - $200,145.23,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0048
61290,3,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,5,0,0.0765
61291,7,2) $100 - $200,156.68,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0536
61292,2,4) $350 - $500,443.19,0,1,Surburban,0,Phone,Womens E-Mail,1,1,0.7215
61293,3,1) $0 - $100,59.48,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.2102
61294,12,3) $200 - $350,274.78,0,1,Urban,1,Phone,No E-Mail,5,0,0.0056
61295,8,5) $500 - $750,590.3,0,1,Urban,1,Web,Womens E-Mail,1,0,0.1455
61296,1,"6) $750 - $1,000",848.13,0,1,Urban,1,Multichannel,No E-Mail,5,1,0.9932
61297,1,4) $350 - $500,429.95,1,1,Surburban,0,Phone,No E-Mail,11,1,0.9666
61298,11,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,5,0,0.002
61299,2,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.4694
61300,1,1) $0 - $100,38.98,0,1,Urban,0,Web,Womens E-Mail,1,0,0.37
61301,5,2) $100 - $200,186.11,1,0,Rural,0,Web,Mens E-Mail,2,0,0.3154
61302,11,2) $100 - $200,131.66,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0162
61303,7,2) $100 - $200,178.45,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0709
61304,4,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0969
61305,10,3) $200 - $350,273.8,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0117
61306,2,1) $0 - $100,93.79,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.2572
61307,1,5) $500 - $750,740.41,0,1,Surburban,1,Web,Mens E-Mail,3,1,0.8057
61308,7,5) $500 - $750,660.87,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.0757
61309,10,2) $100 - $200,114.82,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0517
61310,12,1) $0 - $100,86.8,0,1,Urban,0,Web,No E-Mail,5,0,0.0059
61311,9,4) $350 - $500,468.67,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.013
61312,6,2) $100 - $200,101.76,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0862
61313,1,4) $350 - $500,401.2,1,0,Surburban,0,Multichannel,Womens E-Mail,4,1,0.5085
61314,3,5) $500 - $750,533.35,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.7167
61315,1,3) $200 - $350,238.77,0,1,Surburban,1,Web,No E-Mail,5,0,0.2054
61316,2,2) $100 - $200,182.47,1,0,Rural,0,Web,Mens E-Mail,2,1,0.6173
61317,1,3) $200 - $350,343.11,0,1,Surburban,0,Web,Mens E-Mail,3,1,0.6757
61318,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0073
61319,10,1) $0 - $100,68.43,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.016
61320,11,1) $0 - $100,45.82,1,0,Urban,1,Phone,No E-Mail,6,0,0.0002
61321,9,1) $0 - $100,84.56,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0008
61322,3,3) $200 - $350,226.2,1,0,Surburban,0,Web,Mens E-Mail,2,1,0.5325
61323,2,1) $0 - $100,93.13,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.2571
61324,6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0794
61325,3,3) $200 - $350,210.58,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0474
61326,4,1) $0 - $100,45.01,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.1116
61327,1,1) $0 - $100,43.43,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.1928
61328,7,1) $0 - $100,51.28,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0524
61329,6,4) $350 - $500,481.36,1,1,Urban,0,Web,Womens E-Mail,5,0,0.4565
61330,3,"6) $750 - $1,000",783.4,1,0,Rural,1,Multichannel,Womens E-Mail,4,1,0.9914
61331,10,2) $100 - $200,195.8,1,0,Urban,1,Web,No E-Mail,6,0,0.0008
61332,1,1) $0 - $100,69.92,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.2915
61333,5,3) $200 - $350,289.7,1,0,Urban,0,Web,Mens E-Mail,2,0,0.2761
61334,3,5) $500 - $750,543.89,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.7224
61335,4,5) $500 - $750,602.96,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0527
61336,11,2) $100 - $200,162.13,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0115
61337,10,2) $100 - $200,121.36,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0005
61338,4,3) $200 - $350,216.66,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0214
61339,1,3) $200 - $350,308.08,0,1,Surburban,0,Phone,No E-Mail,5,0,0.2035
61340,7,2) $100 - $200,179.33,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0108
61341,1,"7) $1,000 +",1184.14,1,0,Urban,1,Multichannel,Mens E-Mail,2,1,1
61342,10,3) $200 - $350,325.29,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.0584
61343,5,1) $0 - $100,34.35,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.1245
61344,7,3) $200 - $350,203.48,1,0,Rural,0,Web,No E-Mail,6,0,0.0188
61345,10,2) $100 - $200,193.71,0,1,Rural,0,Web,Mens E-Mail,3,0,0.1391
61346,3,2) $100 - $200,165.47,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.2306
61347,2,2) $100 - $200,124.86,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.2263
61348,1,4) $350 - $500,403.77,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.1918
61349,3,2) $100 - $200,112.11,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3244
61350,8,1) $0 - $100,33.12,0,1,Rural,1,Web,Mens E-Mail,3,0,0.11
61351,3,3) $200 - $350,333.58,1,1,Urban,0,Multichannel,Mens E-Mail,5,1,0.6573
61352,1,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.0945
61353,10,2) $100 - $200,141.17,1,0,Surburban,0,Web,No E-Mail,6,0,0.0013
61354,4,3) $200 - $350,213.35,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.2093
61355,5,1) $0 - $100,54.85,1,0,Urban,1,Web,No E-Mail,6,0,0.003
61356,11,3) $200 - $350,276.75,0,1,Urban,0,Web,Mens E-Mail,3,0,0.053
61357,10,1) $0 - $100,46.1,1,0,Rural,1,Web,Womens E-Mail,4,0,0.0094
61358,3,2) $100 - $200,174.55,0,1,Surburban,0,Web,No E-Mail,5,0,0.1105
61359,3,1) $0 - $100,31.74,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0345
61360,12,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0151
61361,10,1) $0 - $100,36.64,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0357
61362,9,4) $350 - $500,388.31,1,1,Surburban,1,Web,Womens E-Mail,5,0,0.1271
61363,4,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.1796
61364,6,1) $0 - $100,63.16,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0172
61365,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.2122
61366,2,"6) $750 - $1,000",889.6,1,1,Surburban,1,Web,Mens E-Mail,5,1,0.9965
61367,6,1) $0 - $100,63.7,1,0,Urban,0,Phone,No E-Mail,6,0,0.0028
61368,7,3) $200 - $350,211.28,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.2847
61369,12,2) $100 - $200,158.87,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0016
61370,10,"6) $750 - $1,000",966.25,1,0,Rural,1,Multichannel,No E-Mail,6,1,0.818
61371,6,3) $200 - $350,259.62,0,1,Rural,0,Phone,Mens E-Mail,3,0,0.449
61372,5,2) $100 - $200,180.41,1,0,Urban,0,Phone,No E-Mail,6,0,0.0028
61373,7,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0586
61374,1,1) $0 - $100,52.24,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0289
61375,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0357
61376,1,2) $100 - $200,180.64,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0429
61377,6,2) $100 - $200,125.02,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0511
61378,4,3) $200 - $350,282.48,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0503
61379,3,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.0715
61380,1,5) $500 - $750,653.21,1,1,Surburban,1,Multichannel,Mens E-Mail,5,1,0.8153
61381,2,2) $100 - $200,116.07,0,1,Urban,0,Web,No E-Mail,5,0,0.1207
61382,8,1) $0 - $100,32.27,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0038
61383,6,1) $0 - $100,57.56,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0603
61384,5,3) $200 - $350,217.79,1,0,Urban,1,Web,No E-Mail,6,0,0.0068
61385,9,4) $350 - $500,366.87,1,0,Rural,0,Web,Mens E-Mail,2,1,0.512
61386,7,2) $100 - $200,155.12,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.1503
61387,2,2) $100 - $200,144.63,1,0,Urban,0,Web,No E-Mail,6,0,0.0154
61388,6,3) $200 - $350,310.18,1,1,Rural,1,Multichannel,No E-Mail,11,1,0.914
61389,9,3) $200 - $350,233.92,1,1,Urban,1,Web,Womens E-Mail,5,0,0.04
61390,1,5) $500 - $750,562.79,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.7845
61391,6,3) $200 - $350,267.1,0,1,Urban,1,Phone,No E-Mail,5,0,0.0364
61392,8,4) $350 - $500,367.31,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.2492
61393,7,2) $100 - $200,135.31,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0538
61394,7,2) $100 - $200,157.83,1,0,Rural,0,Phone,No E-Mail,6,0,0.0051
61395,5,1) $0 - $100,36.65,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0028
61396,4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0231
61397,11,1) $0 - $100,99.91,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0002
61398,2,1) $0 - $100,85.18,1,0,Surburban,1,Web,No E-Mail,6,0,0.0106
61399,6,3) $200 - $350,318.38,1,0,Surburban,0,Multichannel,Mens E-Mail,2,0,0.4037
61400,4,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.0526
61401,9,4) $350 - $500,360.02,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0237
61402,2,2) $100 - $200,108.22,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.2131
61403,10,1) $0 - $100,29.99,0,1,Rural,1,Web,Womens E-Mail,1,0,0.0707
61404,2,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.0104
61405,1,3) $200 - $350,340.87,0,1,Surburban,0,Multichannel,No E-Mail,5,0,0.4264
61406,7,2) $100 - $200,110.4,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0695
61407,5,2) $100 - $200,158.29,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0018
61408,10,1) $0 - $100,41.83,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0005
61409,9,1) $0 - $100,71.91,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0185
61410,6,5) $500 - $750,733.83,0,1,Surburban,1,Phone,No E-Mail,5,0,0.1088
61411,4,3) $200 - $350,249.38,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.1676
61412,1,4) $350 - $500,424.84,0,1,Urban,0,Multichannel,No E-Mail,5,1,0.709
61413,10,2) $100 - $200,128.63,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0265
61414,11,1) $0 - $100,49.51,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0145
61415,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.1467
61416,3,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.1654
61417,5,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.1881
61418,2,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1,0,0.2438
61419,9,1) $0 - $100,52.97,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0163
61420,2,4) $350 - $500,469.49,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.8304
61421,2,"6) $750 - $1,000",894.88,0,1,Surburban,1,Web,No E-Mail,5,1,0.9877
61422,2,2) $100 - $200,113.95,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.2931
61423,12,1) $0 - $100,91.57,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0116
61424,5,4) $350 - $500,425.29,1,1,Urban,0,Web,Mens E-Mail,5,1,0.545
61425,10,3) $200 - $350,268.75,0,1,Rural,0,Multichannel,Mens E-Mail,3,0,0.3997
61426,3,4) $350 - $500,409.19,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.3348
61427,3,2) $100 - $200,180.8,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3292
61428,9,1) $0 - $100,95.82,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0008
61429,11,1) $0 - $100,33.61,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.0025
61430,7,1) $0 - $100,67.72,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0483
61431,6,2) $100 - $200,189.92,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0522
61432,6,1) $0 - $100,95.04,1,0,Urban,0,Web,Mens E-Mail,2,0,0.1368
61433,5,1) $0 - $100,39.79,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0604
61434,3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0325
61435,1,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.0077
61436,4,2) $100 - $200,123.06,0,1,Urban,1,Web,Mens E-Mail,3,0,0.144
61437,6,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,5,0,0.0671
61438,7,3) $200 - $350,329.65,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0379
61439,2,1) $0 - $100,41.08,1,0,Urban,0,Web,Mens E-Mail,2,0,0.3595
61440,3,2) $100 - $200,128.52,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.2168
61441,9,1) $0 - $100,68.27,0,1,Surburban,0,Web,No E-Mail,5,0,0.0118
61442,10,2) $100 - $200,145.66,1,0,Urban,1,Web,No E-Mail,6,0,0.0008
61443,9,1) $0 - $100,62.51,1,0,Rural,1,Web,Mens E-Mail,2,0,0.0814
61444,1,1) $0 - $100,99.87,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.2684
61445,9,2) $100 - $200,134.1,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0379
61446,8,4) $350 - $500,451.64,1,0,Urban,0,Web,Mens E-Mail,2,0,0.3096
61447,10,2) $100 - $200,140.63,1,0,Rural,1,Web,No E-Mail,6,0,0.0024
61448,9,1) $0 - $100,35.26,1,0,Rural,0,Phone,No E-Mail,6,0,0.0024
61449,12,1) $0 - $100,61.64,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0093
61450,7,1) $0 - $100,45.48,0,1,Urban,0,Phone,No E-Mail,5,0,0.0155
61451,10,2) $100 - $200,173.23,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0526
61452,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0158
61453,12,1) $0 - $100,51.48,0,1,Urban,0,Phone,No E-Mail,5,0,0.0036
61454,6,"6) $750 - $1,000",892.3,1,0,Rural,1,Multichannel,Mens E-Mail,2,1,0.9977
61455,1,4) $350 - $500,399.6,1,0,Surburban,0,Web,Mens E-Mail,2,1,0.8444
61456,4,2) $100 - $200,179.61,0,1,Urban,1,Web,No E-Mail,5,0,0.0341
61457,9,1) $0 - $100,33.03,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0392
61458,3,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2,0,0.2438
61459,1,"7) $1,000 +",1073.24,1,0,Rural,1,Multichannel,Mens E-Mail,2,1,1
61460,10,2) $100 - $200,156.12,1,0,Rural,1,Web,No E-Mail,6,0,0.0024
